name,slug,species,description,genetic_cultivation_description,references,hero_image_attribution,lab_data_attribution,thc_min,thc_max,cbd_min,cbd_max,featured_position,featured,avatar_image_url,hero_image_url,aliases,effects,flavors,effects_cleaned,flavors_cleaned,Ammonia,Apple,Apricot,Berry,Blue Cheese,Blueberry,Cheese,Chemical,Chestnut,Citrus,Coffee,Diesel,Earthy,Flowery,Grape,Grapefruit,Honey,Lavender,Lemon,Lime,Mango,Mint,Nutty,Orange,Pepper,Pine,Pineapple,Plum,Pungent,Sage,Skunk,Spicy/Herbal,Strawberry,Sweet,Tar,Tea,Tobacco,Tree Fruit,Tropical,Vanilla,Woody,Aroused,Creative,Energetic,Euphoric,Focused,Giggly,Happy,Hungry,Relaxed,Sleepy,Talkative,Tingly,Uplifted
Stardawg,stardawg,hybrid,"StarDawg, or Star Dawg, is a cross between a female Chemdawg 4 and a male Tres Dawg. Propagated by JJ Edwards of Top Dawg Seeds in 2011, Star Dawg is said to express a couple of phenotypes, one of which is considered Indica-dominant and the other considered to be Sativa-dominant. 

While the most famous StarDawg pheno, the Guava cut, won first place in the Best Sativa category at the 2012 Denver High Times Medical Cannabis Cup, the strain has been updated and reissued four times since 2011. 

The newest variations from StarDawg’s gene pool are referred to as the Illuminati, Corey Haim, and Kate Upton cuts. Despite sharing the same gene pool, each cut provides a slightly different flavor profile, smell, effect, plant structure, and flowering time. Of the varied cuts, Kate Upton is the most purple, Guava is the sweetest and produces the heaviest yields, while the Corey Haim and Illuminati cuts are claimed to be the most potent.

Dependent on the cut of StarDawg cultivated, the strain will either produce a short, compact, fast-flowering, Indica-dominant plant; or a fast-stretching, rapidly blossoming, Sativa-dominant plant. Indoors, the Sativa-leaning cut of Stardawg will finish flowering in roughly 63-73 days, while outdoor cultivators will need to wait until early October in the Northern Hemisphere, or early April in the Southern Hemisphere before they can harvest. The Indica-dominant cut of StarDawg, grown either indoors or outdoors, will take roughly 65 days to fully mature after entering the flowering period.

",,"Seedfinder, Analytical 360, ",,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/225/avatar/original/1548695250-171122_53819_Stardawg_SAF_1.jpg,https://images.weedmaps.com/strains/000/000/225/hero/original/1585594055-Stardawg_Willard_Strain_BR.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}]","[{'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}, {'id': 'd927fcde-b8ff-48d3-995f-c16cbdace3c1', 'type': 'tag', 'name': 'Chemical'}, {'id': 'd243ee93-f3c7-4a3f-8e97-e1118bc88192', 'type': 'tag', 'name': 'Skunk'}]","['Energetic', 'Creative', 'Happy']","['Diesel', 'Chemical', 'Skunk']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
StarKiller OG,starkiller-og,hybrid,"Starkiller -- sometimes called Star Killer or Starkiller OG -- was created in 2012 by Alabama-born Scott “Moonshine” Reach, founder of Colorado seed bank Rare Dankness. To create the strain, Reach pollinated a Skywalker OG clone from Denver’s Hartland Farmacy with pollen from his own Rare Dankness #2 male, which is a hybrid of Rugburn OG back-crossed with its Ghost OG mother. 

Starkiller’s won more than 50 awards across the globe, including 3rd Medical Hybrid and 2nd Colorado Hybrid at High Times’ Cannabis Cup in 2016. Reach said on average, Starkiller tests at more than 23% THC, and is frequently reported by combat veterans to quell anxiety and post-traumatic stress disorder (PTSD) symptoms. 


","The seed bank reports Starkiller grows well both indoors and outdoors -- but doesn’t respond well to high temperatures -- with a 60-70 day flowering time. The strain produces medium-to-high yields of dense purple buds frosted with trichomes and has a strong, lemon candy flavor.",Rare Dankness Genetics ,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/226/avatar/original/1548299472-171222_Bonsai-Cultivation_Starkiller_1.jpg,https://images.weedmaps.com/strains/000/000/226/hero/original/1586881826-Starkiller-OG.jpg,"['Star Killer', 'Starkiller OG', 'Starkiller']","[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': '4111e944-1514-4698-a9fa-924e55289ac3', 'type': 'tag', 'name': 'Honey'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}]","['Relaxed', 'Sleepy', 'Uplifted']","['Sweet', 'Honey', 'Lemon']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Strawberry,strawberry,sativa,"Strawberry is an enigma of a cultivar with unknown genetics and an unknown breeder, though most online sources agree this strain was born in the Netherlands. Those who have sampled Strawberry claim it tastes like sweet, fresh berries with an earthy finish and smells of pungent fruit.
","Strawberry grows well inside and outdoors and flowers in eight-to-nine weeks, producing tight, dense buds from relatively short plants. Buds from Strawberry can grow quite large and are dark green with orange pistils and a sticky layer of trichomes. Sea of Green (SOG) method is recommended to produce optimally large yields.", ,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': 'd81a933b-fce8-4b97-b393-13c95de15a7e', 'type': 'tag', 'name': 'Aroused'}, {'id': '19f7ac7b-ffb0-4009-b2d0-a493efaa7dd5', 'type': 'tag', 'name': 'Creative'}]","[{'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Energetic', 'Aroused', 'Creative']","['Strawberry', 'Earthy', 'Flowery']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
Strawberry Banana,strawberry-banana,hybrid,"Bred in Amsterdam by Reserva Privada -- a subdivision of DNA Genetics -- Strawberry Banana’s (also referred to as Strawnana) mother is a female Banana Kush from Crockett Family Farms crossed with a male Bubblegum selected from a pack of seeds originally bred by Serious Seeds. 

The end result is a frosty, resinous bud that’s notably easy to grow in virtually any environment, both indoors and outdoors. 

The strain has won several awards, including 1st Sativa Flower at the 2015 High Times Cannabis Cup, and 1st Judges Choice at Cannabis Cup Brazil in 2016. 

","Strawberry Banana grows tall with green leaves and dense buds covered by a frosty resin layer. It requires a flowering time of roughly 63 days. The strain responds well to topping and produces big yields with ample feeding. Because of its heavy resin output, DNA Genetics strongly recommends Strawberry Banana for making concentrates.",DNA Genetics     Dark Heart Nursery,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/227/avatar/original/1548297505-180301_45639_StrawberryBanana_1.jpg,https://images.weedmaps.com/strains/000/000/227/hero/original/1581016336-_Strawberry-Banana-2_DL.jpg,['Strawnana'],"[{'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': 'd81a933b-fce8-4b97-b393-13c95de15a7e', 'type': 'tag', 'name': 'Aroused'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}]","['Euphoric', 'Aroused', 'Focused']","['Sweet', 'Strawberry', 'Earthy']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Strawberry Cheesecake,strawberry-cheesecake,indica,"Strawberry Cheesecake, also called Strawberry Cake, is a cross of Chronic, White Widow and Cheese created by the breeder team at Heavyweight Seeds. According to the breeders, Strawberry Cheesecake tastes sweet, fruity, and earthy with matching aromas. Lab reports indicate a potency of 22% THC and 1.3% CBD. 
","Strawberry Cheesecake grows into short and compact plants that flower in a mere eight weeks indoors or in early October when grown outdoors. Strawberry Cheesecake produces a heavy yield of pale green buds with orange pistils and a light coating of trichomes.
",Heavyweight Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,['Strawberry Cake'],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '77df41f0-f1c7-4a11-8553-260074e5c8e5', 'type': 'tag', 'name': 'Talkative'}]","[{'id': '3a810517-86b4-4534-9e24-0f6d8d0ba6c0', 'type': 'tag', 'name': 'Blue Cheese'}, {'id': '86bf2bdb-50ae-4c2e-ac4a-24410f478763', 'type': 'tag', 'name': 'Cheese'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}]","['Energetic', 'Focused', 'Talkative']","['Blue Cheese', 'Cheese', 'Earthy']",0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Strawberry Diesel,strawberry-diesel,hybrid,"According to seed bank Holy Smoke Seeds, Strawberry Diesel is a cross of award-winning NYC Diesel and Strawberry Cough that results in a balanced hybrid with lots of trichomes and a reported moderate THC level. The taste is said to be sweet and fruity with diesel while it smells fruity and skunky.  ","When cultivated indoors, it flowers in about seven weeks. Outdoor cultivation needs a warmer climate and Strawberry Diesel will flower in October in the Northern Hemisphere if planted eight weeks prior. Either way, it’s prone to mold and pests so it needs careful tending. The glistening buds are said to produce a happy, upbeat mood and deep relaxation.",Holy Smoke Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/671/avatar/original/1565306396-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/671/hero/original/1565306396-Strain_Flower-Hybrid_v5__1_.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': 'e5c1d481-0c53-4f89-8354-d8bb71bab322', 'type': 'tag', 'name': 'Diesel'}, {'id': 'd927fcde-b8ff-48d3-995f-c16cbdace3c1', 'type': 'tag', 'name': 'Chemical'}]","['Relaxed', 'Euphoric', 'Happy']","['Sweet', 'Diesel', 'Chemical']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Strawberry Fields,strawberry-fields,indica,"Strawberry Fields is a popular name among breeders, as multiple cannabis connoisseurs have created a cultivar in homage of the Beatles’ hit. 

STRAWBERRY FIELDS BY SAGAMARTHA SEEDS
Strawberry Fields is a backcross of Strawberry Cough and an unknown Indica strain, first bred by the team at Sagarmatha Seeds. It tastes like fresh berries and smells similar with woodsy undertones, according to reviews online. 

STRAWBERRY FIELDS OF UNKNOWN ORIGIN
Another version of Strawberry Fields comes from mysterious origins, thought to have first appeared in Vermont, according to sources online. According to one website, Strawberry Fields is so-called because the breeder grew the crop among his or her strawberry patch. True to its name, it has a fresh strawberry flavor profile. 

","STRAWBERRY FIELDS BY SAGAMARTHA SEEDS

Strawberry Fields is easy to grow, with short, thick branches strong enough to hold up the large buds it yields. The cultivar thrives and produces the best yields outdoors but can be grown inside as well. Indoors, it requires seven-to-nine weeks to reach full maturity and outdoors, harvest occurs in late-September to late-October. The cultivar produces dense, conical, light green buds with a thick trichome coat.

STRAWBERRY FIELDS OF UNKNOWN ORIGIN

Strawberry Fields grows well both indoors or outside and flowers rapidly, usually in about six weeks. Not much else is known about this strain, so growers should proceed with caution.", ,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}]","[{'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Relaxed', 'Euphoric', 'Hungry']","['Strawberry', 'Earthy', 'Flowery']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Strawberry Kush,strawberry-kush,hybrid,Strawberry Kush is most often found as a clone-only cross between Strawberry Cough and OG Kush. ,The strain is reportedly best cultivated indoors. Online sources recommend hydroponic methods. Strawberry Kush typically hits full maturation within 56-63 days after entering the flowering period. The strain is reported to produce medium-to-high yields of dense green buds.,,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/230/avatar/original/1548913014-171207_52590_StrawberryKush_1.jpg,https://images.weedmaps.com/strains/000/000/230/hero/original/1585167569-Strawberry_Kush_Strains_BB.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}]","[{'id': 'b9e78796-d17d-4c13-b834-7159b081244c', 'type': 'tag', 'name': 'Spicy/Herbal'}, {'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]","['Relaxed', 'Focused', 'Uplifted']","['Spicy/Herbal', 'Strawberry', 'Pepper']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Strawberry Lemonade,strawberry-lemonade,hybrid,"The breeder at Barney’s Farm crossed Strawberry with its own Lemon OG to create the sweet sativa-leaning Strawberry Lemonade. Unsurprisingly, this strain is said to carry a flavor profile of strawberries and lemon with skunky undertones. 

","Strawberry Lemonade is relatively easy to grow, reportedly resistant to mold, mildew, and pests. Suited for both indoor or outdoor growing conditions, Strawberry Lemonade plants grow tall and produce large yields of chunky, olive green colas with russet stigmas and frosty trichomes in an eight-to-nine week flowering cycle.",Barney's Farm,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/878/avatar/original/1568153055-171223_45855_Strawberry_Lemonade_1.jpg,https://images.weedmaps.com/strains/000/000/878/hero/original/1568153055-171223_45855_Strawberry_Lemonade_1.jpg,[],"[{'id': '134d74f7-944e-4bd6-9108-e8f87d03ec90', 'type': 'tag', 'name': 'Energetic'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '59421d5b-91e7-45ac-843a-551975f0ac6f', 'type': 'tag', 'name': 'Uplifted'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}]","['Energetic', 'Focused', 'Uplifted']","['Sweet', 'Strawberry', 'Earthy']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
Strawberry OG,strawberry-og,hybrid,"Breeder Cali Connection crossed a Bruce Banner #3 from Colorado with its own San Fernando Valley OG Kush F4 to create Strawberry OG (not to be confused with OG Strawberry) with strong strawberry and lemon flavors. 

Amsterdam Seed Center says the strain has THC levels greater than 20%.

","The balanced hybrid develops into a medium-size plant that flowers in about eight weeks and can produce large yields, according to Cali Connection. Seedsman says Strawberry OG quickly produces uplifting cerebral effects along with deep body sedation.",Cali Connection,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/806/avatar/original/1567201666-180214_PremiumMeds_StrawberryOG_1.jpg,https://images.weedmaps.com/strains/000/000/806/hero/original/1567201666-180214_PremiumMeds_StrawberryOG_1.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}]","[{'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': 'a289881c-cf93-4f0e-b62b-25b58ed73a93', 'type': 'tag', 'name': 'Lemon'}, {'id': '8400b621-0d95-44e9-a03f-558e6af42555', 'type': 'tag', 'name': 'Pepper'}]","['Relaxed', 'Euphoric', 'Focused']","['Earthy', 'Lemon', 'Pepper']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
Strawberry Shortcake,strawberry-shortcake,hybrid,"Not to be confused with the tasty dessert, the Dark Horse Genetics-bred Strawberry Shortcake is a cross of a J3 cut of their Juliet and Strawberry Diesel. 

This potent combination gives Strawberry Shortcake an aromatic blend of fuel and strawberries, which translates into a flavor that the breeder describes as “bubble-gum scented Jolly Ranchers” and “old funky cotton candy.” ","The hybrid grows well both indoors or outdoors, reportedly reaching a slightly above-average height and yielding medium-to-high harvests of sugar-coated, light green buds in a nine-week flowering cycle. 

According to the cannabis seed bank Seedsman, which sells feminized Strawberry Shortcake seeds, claims that this strain produces THC levels ranging between 18% and 22%. ",Dark Horse Genetics,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/868/avatar/original/1568151332-180215_48625_Strawberry_Shortcake_1.jpg,https://images.weedmaps.com/strains/000/000/868/hero/original/1568151332-180215_48625_Strawberry_Shortcake_1.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '3a810517-86b4-4534-9e24-0f6d8d0ba6c0', 'type': 'tag', 'name': 'Blue Cheese'}]","['Relaxed', 'Sleepy', 'Happy']","['Sweet', 'Strawberry', 'Blue Cheese']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Strawnana,strawnana,hybrid,"Bred in Amsterdam by Reserva Privada -- a subdivision of DNA Genetics -- Strawberry Banana’s (also referred to as Strawnana) mother is a female Banana Kush from Crockett Family Farms crossed with a male Bubblegum selected from a pack of seeds originally bred by Serious Seeds. 

The end result is a frosty, resinous bud that’s notably easy to grow in virtually any environment, both indoors and outdoors. 

The strain has won several awards, including 1st Sativa Flower at the 2015 High Times Cannabis Cup, and 1st Judges Choice at Cannabis Cup Brazil in 2016. 

","Strawberry Banana grows tall with green leaves and dense buds covered by a frosty resin layer. It requires a flowering time of roughly 63 days. The strain responds well to topping and produces big yields with ample feeding. Because of its heavy resin output, DNA Genetics strongly recommends Strawberry Banana for making concentrates.",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/original/image_missing.jpg,https://images.weedmaps.com/original/image_missing.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '532eb8d6-ccfa-4ca8-95f4-4b9386ee9575', 'type': 'tag', 'name': 'Hungry'}]","[{'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Relaxed', 'Euphoric', 'Hungry']","['Strawberry', 'Earthy', 'Flowery']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Sugar Cookie,sugar-cookie,hybrid,"Sugar Cookie is a flavorful cultivar whose origins are shrouded in a cloud of mystery.

Some believe this resin-covered bud descended from the Girl Scout Cookies family, which would make its birthplace either Northern or Southern California, the home state of its parent strain. 

However, Sugar Cookie was named by Oregon Green Seed’s breeder for its cookie-like flavor and a glistening coat of THC-filled trichomes. The strain descends from a three-way cross between Crystal Gayle, Blue Hawaiian and Sensi Star to produce a nostril-pleasing aroma and matching flavors of brown sugar, vanilla and blueberry.

","Sugar Cookie grows well indoors, flowering within 8-9 weeks into a stocky plant with wide fan leaves and nearly round buds. 
",,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/231/avatar/original/1548466813-171121_36425_SugarCookie_1.jpg,https://images.weedmaps.com/strains/000/000/231/hero/original/1585963385-Sugar-Cookies.jpg,[],"[{'id': '8769e57c-6dac-42a8-9a67-36cca36cc0dc', 'type': 'tag', 'name': 'Giggly'}, {'id': '19823980-34c1-4689-92e3-5ef7866c1b76', 'type': 'tag', 'name': 'Focused'}, {'id': '26cb0214-8165-42eb-8941-9718b9a5680e', 'type': 'tag', 'name': 'Happy'}]","[{'id': 'ff3a794b-6074-40a3-9153-4265e19ce740', 'type': 'tag', 'name': 'Strawberry'}, {'id': '5605a533-7e55-4403-be70-6e7cdf06f9db', 'type': 'tag', 'name': 'Tobacco'}, {'id': '7d43d72f-ac85-48b2-a8b8-c092c1038bc5', 'type': 'tag', 'name': 'Earthy'}]","['Giggly', 'Focused', 'Happy']","['Strawberry', 'Tobacco', 'Earthy']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Sugar Kush,sugar-kush,hybrid,"Sugar Kush was created by breeders at Netherlands-based Dizzy Duck Seeds, who combined Kandy Kush (an OG Kush descendent) and Hash Plant with Northern Lights #1 to create a particularly resinous strain. The breeders succeeded, as Sugar Kush was named for its buds sparkling layer of trichomes.
","According to Dizzy Duck Seeds, Sugar Kush exhibits Indica characteristics as seen by its shorter heights and densely packed buds. This sticky cultivar won 3rd place in Kush Strains at the 2015 High Life Cup.",Dizzy Duck Seeds,,,0.0,0.0,0.0,0.0,,False,https://images.weedmaps.com/strains/000/000/232/avatar/original/1561657257-Strain_Flower-Hybrid_v5__1_.jpg,https://images.weedmaps.com/strains/000/000/232/hero/original/1561657257-Strain_Flower-Hybrid_v5__1_.jpg,[],"[{'id': '69b03eea-8b05-4d77-83b3-d796b7b0525e', 'type': 'tag', 'name': 'Relaxed'}, {'id': '7be809dd-648e-4f9c-af7f-ffc70a079066', 'type': 'tag', 'name': 'Euphoric'}, {'id': '79b2d842-1197-448e-b74a-41fd13c2cb27', 'type': 'tag', 'name': 'Sleepy'}]","[{'id': '9f52b69a-8a25-4501-8dc9-2cdfa6b078a0', 'type': 'tag', 'name': 'Sweet'}, {'id': '736aad9c-4728-437d-b599-24d8a6c3fb9d', 'type': 'tag', 'name': 'Citrus'}, {'id': '7f7c4304-e131-4ddb-b50a-196bbadce83f', 'type': 'tag', 'name': 'Flowery'}]","['Relaxed', 'Euphoric', 'Sleepy']","['Sweet', 'Citrus', 'Flowery']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
